category,total_volume,market_count
KXZIWEMENTION,36203.0,18
NYTOAI,36159.0,1
KXOKSTCOACH,36110.0,14
KXSCOTUSCERT,36081.0,18
KXTOPALBUMBYARI,36080.0,1
KXRAINCHIM,36068.0,8
KXNEWCOACHNE,36021.0,9
KXRTTVANDORS2,36016.0,7
GOVPARTYMI,35982.0,3
KXWAYMOCITY,35977.0,1
KXCRITICSACTO,35967.0,12
KXGGGNOMDRAMATVACTO,35945.0,11
KXMAYORSANANT,35809.0,9
KXEMMYLSACTR,35803.0,13
KXFDVLIGHTER,35787.0,6
KXRUNBYMIDTERM,35760.0,11
OSCARCOUNTOPPENHEIMER,35737.0,14
KXRONALDOTRUMPHANDSHAKE,35728.0,1
KXKHMI,35622.0,1
KXPOPEVISITNEXT,35621.0,5
TEXASDHS,35590.0,1
KXGGGNOMSCREEN,35537.0,15
KXSENATENCD,35523.0,3
KXTRILLIONAIRE,35421.0,11
KXTOPSONGRECORDIACB,35227.0,10
KXPOPETWEETS,35201.0,2
RTCHRISTMASPAGEANT,35190.0,7
KXFTAPRC,35182.0,1
KXMELANIASUEHUNTER,35182.0,1
KXRAINSFOM,35163.0,4
PRESPARTYID,35161.0,2
PRESPARTYAL,35142.0,2
KXLINKEPERCENT,35123.0,1
HOUSEVA7,35113.0,4
KXEARNINGSMENTIONBAC,35044.0,14
RTTHERINGSOFPOWER,35044.0,6
KXEVCREDITS,34959.0,1
KXCRITICSDRAMA,34933.0,16
DEBATEHAPPEN,34903.0,1
APPLEUS,34881.0,1
KXDOTMAXY,34809.0,6
KXGULF,34792.0,1
KXSTARTIND,34786.0,4
KXEWCCALLOFDUTYBLOPS6,34762.0,16
KXEARNINGSMENTIONCMG,34744.0,11
KXLINKMAXY,34733.0,4
PRESPARTYMS,34718.0,2
KXCRITICSPROD,34680.0,11
OPENAIBOARD,34650.0,15
KXXLMMAXY,34616.0,4
KXVCCHAMPIONSPARIS,34613.0,48
KXANIMEAOTY,34604.0,7
KXFETTERMANSWITCH,34383.0,1
TESLAM2,34327.0,2
ARGINFLATIONM,34264.0,44
KXCRITICSSUPACTO,33994.0,11
KXCHOPSTICKS,33764.0,1
KXMCBATTLEFIELD6,33677.0,8
HURCOASTTEX,33661.0,5
KXTRUDEAULEADER,33612.0,1
XCEOCHANGE,33559.0,2
KXNEUTRONORBIT,33556.0,1
PRESPARTYND,33543.0,2
HOUSENC1,33512.0,4
KXTRUMPSBA,33487.0,3
KXDEPUTIESCHILE,33471.0,3
KXLUTNICKCOUNT,33463.0,10
KXESPYBREAKTHROUGH,33452.0,5
MAERSK,33447.0,4
GRAMMYNOMAOTY,33413.0,16
KXNFLPASSTDS,33390.0,104
KXAUBCOACH,33330.0,23
KXBUNDESLIGATOTAL,33259.0,45
KXWLEADERNET,33247.0,1
KXVAHOUSE,33232.0,2
KXCRITICSCOMEDYACTO,33222.0,13
KXOMB,33196.0,2
KXGAMEAWARDSBN,33158.0,11
KXGREERCOUNT,33139.0,12
POPVOTEKHVT,33109.0,1
KXTRUMPAPOLOGY,33063.0,1
KXTOPALBUMRECORDAMITHEDRAMA,33032.0,5
KXNEXTJPNPM,33024.0,10
KXSUBWAY,32992.0,4
KXTOPSONGSPOTIFYRUNNERUP,32964.0,12
KXUKRIMPEACH,32893.0,1
KXDRUGPRICEOZEMPIC,32884.0,9
KXMLBNLCPOTY,32840.0,11
KXFEDDC,32840.0,1
HOUSEWA3,32761.0,4
DIESEL,32725.0,36
KXGRIFFINMENTION,32704.0,15
KXMLBWORLD,32681.0,20
KXMCPOKEMONLEGENDSZA,32675.0,8
KXJOHNSONMENTION,32619.0,15
KXSPOTIFYSONGSLORDEWWT,32608.0,22
KXCRITICSEDIT,32545.0,12
KXNFLCOMBO,32528.0,5
KXCHILE1ROUND,32390.0,1
KXMOONMAN,32354.0,5
KXGOVGANOMD,32338.0,9
MCZELDAEOW,32308.0,5
KXNBADRAFT2,32267.0,5
KXSTARTCIN,32252.0,1
KXDISCONTINUECYBERTRUCK,32210.0,1
KXZYNBAN,32148.0,1
NETNEU,32113.0,2
KXSPOTIFYSONGSALLICANTAKE,32104.0,21
PRESPARTYNE3,32092.0,2
KXGOVTFUNDHVOTES,32043.0,15
RTTHEBEAR,32026.0,5
KXGRAMBCSVA,31951.0,7
KXGGGNOMLSERIESACTR,31918.0,10
KXSALMONRUN,31799.0,8
KXPORTUGALPM,31768.0,8
KXBIGBROTHER27,31698.0,3
KXGOVCARESIGN,31669.0,1
KXCARNEYSEAT,31646.0,1
TECHLAYOFF,31544.0,15
KXNEXTCOMPANYSP500,31529.0,5
OILW,31494.0,10
KXGOVSCNOMR,31447.0,5
KXH5N1,31368.0,1
KXNJGOLFVISITCOUNT,31314.0,4
KXGRAMMYCOUNTPOSTMALONE,31294.0,8
KXSTOCKX204LMUSHROOM,31281.0,8
SENATEID,31281.0,4
KXSALTX,31265.0,1
KXEARNINGSMENTIONROKU,31229.0,12
KXCHARCOUNTLOLWORLDS,31102.0,1
KXNBADRAFTTOP15,31083.0,40
KXOSCARCOUNTANORA,31078.0,7
KXNYKCOACH,31056.0,14
KXTESLATARIFF,31031.0,1
KXASTRONAUTS,31017.0,3
KXTOPALBUMBYWICKED,31003.0,1
VAXXOMNI,30990.0,1
EMMYDACTO,30860.0,6
KXBTCRESERVECOUNTRY,30804.0,7
KXBETBACTR,30795.0,10
KXDJTFLOH,30792.0,1
KXELECTFRAUD,30731.0,1
KXTRUMPUN,30727.0,1
KXGENIUS,30679.0,2
CBVOLUME,30648.0,14
KXSENATEOHSD,30646.0,4
USCLIMATE,30564.0,2
KXCOMEYDISMISS,30543.0,1
KXPLAGUECOUNT,30541.0,3
KXTRUMPMAMDANISHAKE,30518.0,1
KXTOPALBUMBYDONTOLIVER,30495.0,1
KXARRESTGRETA,30403.0,1
PMLA,30388.0,12
KXSTANCOACH,30285.0,10
KXISAMB,30285.0,6
SOHN,30256.0,3
KXAAAGASMINTX,30255.0,3
KXCALABRIAPRES,30226.0,3
KXDDFWOMENSINGLES,30216.0,32
KXUFLCHAMP,30212.0,8
KXTARIFFSCANADA,30167.0,1
NYTOAISETTLE,30158.0,2
KXRTFNAF2,30155.0,11
PRESPARTYSD,30116.0,2
KXGOVCANOMD,30045.0,12
KXGOVMINOMD,30018.0,9
KXSPOTIFYSONGSWHATDIDIMISS,29995.0,28
KXSPECIALPROSECUTOREPSTEIN,29988.0,1
TOPSONGRECORD,29918.0,5
LAYOFFSYINFO,29907.0,2
ARGCENTRALBANK,29887.0,1
KXTOPALBUMLILWAYNE,29839.0,1
KXSKDEMOCRACY,29780.0,1
GDPCN,29691.0,5
KXSUBPOENAATTEND,29662.0,10
GASTAX,29620.0,1
KXVONCFR,29611.0,1
KXMONTREALMAYOR,29555.0,8
KXFEATUREMETROBOOMIN,29549.0,12
KXCEOTARGET,29540.0,1
KXAWARDSCMAFVOTY,29468.0,6
KXKINGEXEC,29447.0,2
KXWLEADERPOPE,29440.0,1
KXEARNINGSMENTIONDOLLARGENERAL,29413.0,11
HOUSECA22,29398.0,4
PRESPARTYAR,29391.0,2
KXFOLLOWERCOUNTWHTIKTOK,29369.0,5
KXCRITICSDIR,29362.0,13
KXSINGANTHEM,29323.0,6
KXBIHARELECTION,29303.0,3
KXCARPENTERWEEKSNUM1,29303.0,5
OSCARANIMATED,29278.0,5
KXRANKLISTAPPREALSPORTS,29240.0,1
KXSKVOTE,29201.0,10
KXRANKLISTFFTE,29192.0,19
KXYTUBESUBSISHOWSPEED,29167.0,4
KXOBJECTION,29132.0,1
KXCOMPTROLLER,29091.0,7
KXPRESTUSCANY,29065.0,5
KXUHCMOTIVE,29001.0,1
KXECKH276,28999.0,1
KXTARIFFEUALC,28996.0,4
KXLOLLA,28994.0,6
WEALTH,28985.0,1
KXHFHOUSING,28984.0,1
KXUSCOMPANYSTAKE,28980.0,1
KXAIRTAG2,28959.0,1
KXTOPALBUMBYLORDE,28934.0,1
KXELECTIONCALL,28925.0,23
KXNCAANIT,28901.0,4
UNIPRESIDENTS,28881.0,8
NEWOUTBREAK,28813.0,1
KXALBUMSALESJUSTINBIEBER,28786.0,13
LOVERBOY,28740.0,5
KXGROK3,28697.0,1
KXXAISUEAPPLE,28690.0,1
KXMICROS,28656.0,2
OPENAICEOCHANGE,28630.0,2
KXSFRENTSY,28602.0,4
KXNBAFINALSVIEWERGAME7,28577.0,14
KXNYCFIRSTROUND,28575.0,1
KXTREASURYMAX5,28574.0,1
KXSPOTIFYSONGSMCMORETOLOSE,28352.0,14
KXESPYTENNIS,28321.0,5
KXEXPORTTARIFF,28296.0,1
KXADMINNASA,28184.0,8
KXPS5PROPRICE,28139.0,1
AAPLCEOCHANGE,28119.0,1
KXELONPOSTBTC,28115.0,1
KXTREASBLOCKCHAIN,28092.0,1
RTHOTDS2,28029.0,6
KXATPMCO,28011.0,24
KXBALANCESHEET,27918.0,3
FTAPER,27902.0,2
KXEMMYVSPECIAL,27899.0,6
KXGGMCOMTV,27893.0,23
ECLIPSECOVER,27874.0,8
KXMEISSNER,27824.0,1
KXFLUFUNDING,27776.0,1
KXDJTOHTX,27768.0,1
KXESPYNFL,27758.0,5
POPVOTEDJTMO,27755.0,1
KXLAYOFFSYINFO,27707.0,1
KXNHLCALDER,27678.0,30
KXTOPALBUMBYBEY,27668.0,1
KX538APPROVEMAX,27605.0,3
KXUSMINE,27572.0,1
KXWHBRIEFINGAIRISK,27544.0,1
KXGRAMMYCOUNTCHAPPELL,27515.0,7
KXXFLARE,27503.0,3
KXELECTCONCEDE,27472.0,9
KXASTEROID,27462.0,3
KXPOLIO,27459.0,1
KXSTATEMENTCOUNTEPSTEINMOSSAD,27441.0,1
KXCRITICSOSPLAY,27374.0,12
KXINSULINCAP,27358.0,1
KXNEXTTEAMMCLAURIN,27300.0,32
KXMAYORALBUQ,27252.0,7
KXACQANNOUNEWARNER,27245.0,5
RTAPPRENTICE,27224.0,7
KXEPA,27223.0,7
KXSSDELAY,27220.0,1
CHINAUSGDP,27185.0,1
KXNEXTTEAMWESTBROOK,27165.0,6
GOVPARTYNV,27159.0,2
KXCCLIMIT,27146.0,1
1SONGCHAPPELLROAN,27126.0,1
BTCETHRETURN,27058.0,1
KXBILLSCOUNT,26870.0,12
TECHREG,26827.0,1
KXDJTPUTINHANDSHAKE,26779.0,1
KXTESLAMOTORCADE,26749.0,1
KXEUROVISIONTELEV,26729.0,26
KXMAYORDETROIT,26716.0,13
KXTARIFFSENATE,26646.0,1
KXSILVERSTATES,26589.0,15
KXCHESSWORLDCHAMPION,26564.0,9
KXNYTSUBS,26479.0,17
HURCMAJ,26469.0,1
KXCPIUSEDCAR,26451.0,37
AAAGASMINTX,26440.0,4
KXNCAABIVY,26440.0,4
KXMAYORSF,26371.0,4
KXTRUMPSAYNICKNAME,26208.0,23
KXMOSTWINSEMMYS,26169.0,19
KXCPIFOOD,26158.0,30
KXDAILYGUESTMUSK,26155.0,2
KXESPYPLAY,26134.0,5
KXVOTINGBILL,26119.0,1
KXTARIFFLENGTHPRC,26090.0,3
KXSERIEATOTAL,26079.0,45
RHGOLD,26079.0,23
KXAAAGASMINNY,26057.0,2
KXGGSTANDUP,26028.0,13
KXELONJREGUEST,26022.0,1
KXFEAR,26016.0,115
KXPARDONSBIDEN,25984.0,8
KXMOLDOVAPARLIAMENT,25934.0,4
TOPALBUMBYSABRINA,25901.0,1
KXCLUBWCGD,25875.0,4
KXROLLINSCOUNT,25874.0,10
KXBUDGETRESH,25821.0,8
KXOSWORLD,25820.0,5
KXSPOTIFYW,25800.0,638
KXAIRTAGS2PRICE,25724.0,1
KXUCLACOACH,25723.0,12
KXALBANIAPARTY,25718.0,5
KXPLATNERDROPOUT,25596.0,1
KX1SONGJUSTINBIEBER,25571.0,1
KXWCCREG,25545.0,12
KXBALANCE,25535.0,1
KXEARTHQUAKEJAPANTATSUKI,25523.0,1
POPVOTEKHCO,25467.0,1
KXSPOTIFYSUBS,25438.0,17
KXDJTNOGRAD,25424.0,1
KXGRAMBRP,25373.0,14
OSCARCOUNTBARBIE,25357.0,9
KXGERMANPARTIES,25345.0,4
OLYMCANCEL,25333.0,1
KXCTC,25312.0,1
KXNEURALINKCOUNT,25290.0,6
CPIEU,25249.0,8
FLUV,25223.0,2
KXDJTNFT,25194.0,1
KXNADALMENTION,25153.0,13
KX1SONGTYLERTHECREATOR,25146.0,1
SAGAWARDACTR,25144.0,5
KXMWREG,25128.0,12
HURNJ,25119.0,8
KXELSALVADORBTC,25112.0,3
KXWTI,25048.0,4080
KXSPACEXREUSE,24975.0,1
KXTHREADGUYMENTION,24950.0,15
KXTOP10BILLBOARDSPOTSWICKED,24945.0,10
KXGGLSERIESACTR,24935.0,22
RAINNO,24928.0,5
TOPSONGRECORDPPP,24913.0,6
KXLALIGASPREAD,24899.0,44
KXLEADERSOUT,24890.0,28
PRESPARTYWY,24797.0,2
KXGGTVSUPACTO,24790.0,23
KXGAMEAWARDSBET,24789.0,11
KXTRUMPNOMWPH,24753.0,1
BANKRUPTSY,24750.0,4
KXPICKLEBALLGAMES,24746.0,60
BELICHICK,24671.0,1
KXSATOSHIBTCYEAR,24620.0,1
KXIMPEACHJUDGE,24613.0,1
KXCRYPTOPAY,24606.0,1
KXREALWAGES,24585.0,1
KXWTIMAX,24500.0,5
KXOSCARNOMINEESPIC,24495.0,542
HOUSEPA8,24482.0,4
KX1SONGDOJACAT,24462.0,1
KXR6,24391.0,4
KXBENIOFFMENTION,24359.0,12
KXSHAKETRUMPXI,24344.0,8
SUEZ,24317.0,1
KXPRICEINCREASEAZICEDTEA,24228.0,2
KXBURGUMCOUNT,24227.0,10
KXTRANSSPORTSSUIT,24222.0,3
KXGOVOHNOMD,24126.0,7
KXDJTROBERTS,24057.0,1
KXBESTREVIVALMUS,24037.0,7
KXOSCARCOUNTBRUTALIST,23969.0,11
KXMAYORATLANTA,23959.0,5
BILLBOARDPEAKLLL,23956.0,16
KXMTVVOFTY,23941.0,8
TOPSONGRECORDIHSH,23912.0,6
KXAWARDSCMAMVOTY,23904.0,6
KXSCOTUSRESIGN,23889.0,4
KXBUCHARESTMAYOR,23876.0,13
KXLLAMA5,23866.0,1
KXCRITICSCOMEDYSUPACTO,23840.0,9
KXEVENTTIMES,23797.0,13
KXCEOROBLOX,23776.0,1
KXSPIRITCEOCHANGE,23766.0,1
KXFLOP,23758.0,6
KXNBADRAFT7,23739.0,12
KXFOMCDISSENTCOUNT,23728.0,5
HOUSEPA7,23698.0,4
KXARMSTRONGMENTION,23692.0,24
KXUKPARTY,23614.0,7
KXTRUMPFEMA,23592.0,5
KXVIRGINIAHOUSEDEMS,23585.0,10
CTC,23582.0,1
KXNY8D,23578.0,3
KXMRBEASTVIDEOLENGTH,23541.0,14
KXSUEZTRAFFIC,23535.0,3
KXROSSBAN,23528.0,1
KXSECSTATEVISIT,23520.0,3
KXMCHKSILKSONG,23493.0,10
USEDCAR,23490.0,12
KXBCHMAXY,23455.0,7
KXAACREG,23395.0,13
KXSELZER,23372.0,1
KXJERSEYCITMOV,23342.0,10
KXCBDECISIONEU,23331.0,5
KXMAYOROMAHA,23276.0,4
KXESPYRECORD,23274.0,5
KXGAPUBLICSERVICE3,23262.0,2
KXBOJDECISION,23252.0,7
BILLBOARDPEAKNLG,23243.0,8
KXCONSTAMEND,23189.0,1
KXBANXUS,23181.0,1
KXCOACHOUTUNC,23138.0,1
GPTPARAM,23128.0,3
KXCMEATBAN,23098.0,3
KXLISBONMAYOR,23081.0,4
SECLABOR,23030.0,2
KXTOPALBUMBYOLIVIA,22952.0,1
KXKARDASHIANMENTION,22893.0,14
KXTDEFICITHALF,22890.0,1
KXCARDPRESENCEUFCWH,22882.0,5
KXNYCCOUNCILSPEAKER,22835.0,5
KXTAIWANREF,22788.0,1
GRANTSPASS,22780.0,1
KXBOASTABLE,22735.0,1
KXGERMANYCONFIDENCE,22729.0,1
KXQUADRUPLEDOUBLE,22728.0,1
KXROMENSSINGLES,22709.0,32
KXLAVERCUP,22676.0,2
RTFALLOUT,22660.0,6
KXVOTERECNCH,22620.0,18
KXNEWDRUGS,22568.0,7
KXNYCBOROUGHWINSTAT,22561.0,2
KXRANKLISTFFWR,22514.0,24
KXUSDTMIN,22429.0,1
KXUFCFLYWEIGHTTITLE,22417.0,9
KXMARIOKART9,22388.0,5
KXBESTREVIVAL,22373.0,8
KXBRBALLOT,22351.0,2
KXSPOTIFYALBUMRELEASEDATEJACKBOYS2,22313.0,1
U3MAX,22300.0,1
KXTOPALBUMBYSABRINA,22298.0,1
KXSOLDATHOLDINGS,22288.0,4
KXTARIFFRATEBR,22269.0,1
KXDEMINIMIS,22180.0,1
KXXPAYMENT,22177.0,3
KXNBA2KCOVER,22105.0,27
KXWTAATX,22066.0,38
KXSP500BTCPURCHASE,21986.0,1
KXBESTLLMOS,21929.0,1
KXTESLADELIVERYBY,21925.0,5
KXCBDECISIONMEXICO,21918.0,5
KXCBDECISIONKOREA,21912.0,5
SAGAWARDACTO,21831.0,5
GDPUSMAX,21808.0,1
KXBRIANBAUMGARTNER,21793.0,24
KXCOACHOUTNCAAFB,21750.0,13
KXCLAUDE5,21747.0,1
KXNOVOHIMS,21736.0,1
KXAWARDSCMAVIDOTY,21724.0,6
KXTOPALBUMJCOLE,21721.0,1
KXABCDISNEYSUE,21697.0,1
KXAWARDSCMANAOTY,21648.0,6
KXTAYLORSWIFTWEDDINGATTEND,21637.0,14
KXDEPORTMAMDANI,21599.0,1
SENATENJ,21572.0,2
KXGOVMINOMR,21563.0,15
KXBETAOTY,21505.0,9
USDJPYMAX,21475.0,7
KXNEWALBUMBIEBER,21439.0,1
KXTOPPOD,21437.0,9
KXGERMANPARTYSEATS,21426.0,1
KXCBDECISIONENGLAND,21397.0,5
KXNEWCOACHUNC,21392.0,4
TESLAROADSTER,21321.0,1
KXBARRELS,21296.0,4
WEWORKCEO,21285.0,1
KXTRUMPCOUNTIRAN,21284.0,5
KX1DREUNION,21280.0,1
KXHONDURASPRES,21266.0,5
KXWTAMOA,21219.0,34
KXLEAVESEANCOOK,21135.0,1
KXRANKLISTSTOCKXCYBERM,21125.0,11
KXAMACOTY,21110.0,7
KXTARIFFSMEX,21072.0,1
SEAICE,21053.0,2
LCPIMAX,21031.0,1
KXTRUMPFAV,21022.0,18
KXCANELECTRICITY,21013.0,1
KXRANKLISTFFRB,21006.0,20
KXNEXTCOINRH,21001.0,22
KXSTATEMENTCOUNTRCONGRESSIS,20897.0,1
KXGOVNYNOMR,20845.0,4
KXPARLIAMENTARIAN,20835.0,1
HOUSENY4,20805.0,4
KXCFPBELIM,20729.0,1
KXSTOCKXCHARIZARDXUP,20604.0,4
KXUSDX,20588.0,7
KXWRIGHTCOUNT,20582.0,10
KXTRUMPCABINETSOUTHPARK,20581.0,1
NEWALBUMKDOT,20580.0,5
KXKENNEDYCENTER,20458.0,1
KXNBADRAFT10,20456.0,12
KXMAKEMARMAD,20366.0,110
KXTRUMPSAYEP,20365.0,1
KXTRUMPOSC,20341.0,1
KXSPRUSE,20253.0,3
KXSENATEOHSR,20226.0,15
KXRAWMILKBAN,20224.0,1
1SONG,20223.0,1
KXBESTACTORTONYAWARDS,20182.0,7
KXFRIMPEACH,20134.0,1
KXGPURULE,20116.0,1
KXHEISMANFINALIST,20071.0,1
KXTOPALBUMBYFRANKOCEAN,20042.0,1
EMMYDSERIES,20011.0,8
KXMLBNLRELOTY,19987.0,16
KXIPOOPENAI,19981.0,22
KXAPCALLVAGOV,19938.0,12
NEURALINK,19937.0,2
KXELONMJ,19916.0,1
KXPARTYSUPPORTMUSKD,19912.0,1
U3MIN,19894.0,1
LOPER,19875.0,1
USTESTSMATH,19803.0,3
VISIONPRO,19790.0,4
GASD,19788.0,1
KXGOVKSNOMD,19786.0,4
KXTRUMPNATSEC,19730.0,13
TOPALBUMBYPOSTMALONE,19708.0,1
KXKANYEISRAEL,19696.0,1
POPVOTEDJTAK,19680.0,1
KXINDIAOIL,19586.0,1
KXUSMDLFRDM,19585.0,5
NPPC,19573.0,1
KXSTATEMENTCOUNTSWEENEY,19572.0,1
SPIDERVERSE,19374.0,4
KXSENATECHILE,19373.0,3
USTESTSREADING,19358.0,6
NEWOUTBREAKPMPOX,19352.0,1
KXGGDRAMATVACTR,19309.0,22
KXEODATE,19278.0,7
KXCLUBWCGA,19253.0,4
KXTOKENLAUNCH,19195.0,20
KXMOSTSTEAMEDSWAG,19161.0,20
KXGOVVANOMR,19154.0,4
KXROMANIAPARTY,19154.0,5
ZYNBAN,19140.0,1
GPT4P5,19128.0,2
KXBAFTAASPLAY,19127.0,12
KXGGMCOMTVACTO,19084.0,23
KXWIKIARTICLE,19083.0,3
SENATEIN,19032.0,4
KXTOP10BILLBOARDCB,18992.0,10
KXMAG7DONATE,18988.0,1
KXLOSEREALMADRID,18978.0,5
KXSTRMRSOTY,18946.0,6
KXBESSENTCOUNT,18928.0,10
KXATTENDMAFIATHON,18927.0,10
MCASTROBOT,18864.0,5
KXTWITCHSUBSFAZEJASON,18852.0,1
KXBOEINGCEOCHANGE,18839.0,1
KXXRPMINY,18732.0,5
KXENDOWMENT,18706.0,1
KXMICHELINNYC3,18638.0,1
KXBETSMOTYA,18587.0,9
SPOTIFYSUBS,18541.0,8
KXSANCTIONEURUSS,18536.0,1
GOVPARTYCA,18505.0,2
KXELONMARS,18502.0,1
KXVOTEMIRAN,18500.0,11
KXPERSONPRESFUENTES,18447.0,1
MESSIAH,18423.0,1
EURUSDMIN,18409.0,5
KXAMASOTY,18397.0,11
KX50YMORTGAGE,18397.0,1
KXEOCOUNTM,18394.0,5
KXTARIFFPRC,18387.0,4
KXIL9D,18348.0,4
KXWTO,18340.0,1
KXECBMENTION,18327.0,20
KXGPTFEES,18314.0,1
KXFTA,18306.0,1
CREDITCDEF,18298.0,8
KXCRITICSASPLAY,18297.0,12
KXDJTCHAIN,18293.0,1
KXPCTVOTECUOR1,18293.0,7
KXUSAMBVATICAN,18282.0,9
KXLEASTSTREAMEDPLAY,18273.0,13
KXSBUDGETRES,18268.0,3
MANHEIMUSEDCAR,18256.0,42
KXENDORSEADAMSACKMAN,18228.0,1
VCHAIR,18226.0,9
KXDROPOUTMAYORNYCFIRST,18131.0,3
KXPLAYBOICARTI,18088.0,1
KXELONATTEND,18052.0,1
KXNPRCEOCHANGE,18046.0,1
OSCARVIS,18035.0,5
KXGAMEAWARDSBP,18001.0,12
KXCOSTAMENTION,18000.0,20
KXSILVERAPPROVALMUSK,17995.0,1
KXAUSTRIANATO,17994.0,1
KXETHFORK,17986.0,1
KXGGLSERIES,17973.0,22
KXBETBNIA,17971.0,12
KXIAEAIRANAGREEMENT,17965.0,1
EPOP,17912.0,1
STARSHIPMARS,17898.0,1
KXDUTCHCOALITION,17865.0,15
KXTARIFFENDGLOBAL,17854.0,6
KXEARNINGSMENTIONTSMC,17831.0,12
KXVENICEFILMFESTIVAL,17761.0,22
KXAIRDROPPUMPFUN,17737.0,5
KXSTOCKX1130BLACKSILVER,17730.0,8
HURCATH,17720.0,2
HURCATI,17708.0,2
TOPALBUMROCKY,17653.0,1
KXZELENSKYRUSSIA,17616.0,1
KXF1FASTESTLAP,17556.0,20
SAGAWARDENSEMBLE,17511.0,5
KXAPPRANKFINANCE,17505.0,1
KXSPACEXMARS,17473.0,1
KXGGDRAMATV,17454.0,23
KXTOPALBUMCHAPPELL,17454.0,1
KXREMITTANCERATE,17440.0,3
KXOBAMACHARGE,17354.0,1
SECTREASURY,17345.0,4
KXMLBALCPOTY,17339.0,12
KXGGGNOMTVSUPACTR,17282.0,12
KXNETANYAHUALSHARAAMEET,17257.0,1
IRONMAN,17252.0,1
KXDRAKEUMGSUIT,17252.0,1
KXGOVMENOMD,17176.0,10
KXTOPALBUMBYPOSTMALONE,17155.0,1
KXPRESCAMEROON,17126.0,8
KXAIAUTHOR,17121.0,1
KXECKH287,17081.0,1
KXDRAKESUIT,17075.0,2
KXDJTGREENLAND,17057.0,1
HOUSEMI7,16967.0,5
KXCBDECISIONAUSTRALIA,16840.0,5
KXLIGUE1TOTAL,16836.0,39
KXARGENTINASENATE,16819.0,4
KXGAMEAWARDSBEA,16818.0,13
KXMEDICARENEG,16816.0,1
KXSTOCKXLABUBUMACARON,16726.0,8
KXUSAMBCHILE,16716.0,9
KXUFCWHITEHOUSE,16708.0,1
KXGPTS,16619.0,1
ETHMINY,16583.0,4
KXDISCEOCHANGE,16577.0,1
KXCHANCELEAVE,16560.0,1
KXMAYORLA,16517.0,5
KXPAWINPOPVOTE,16432.0,1
KXXBANNEDRDT,16372.0,1
KXSTRMRTSA,16358.0,6
KXTRUMPGAZA,16345.0,1
KXUSELECTIONTEXAS18,16335.0,2
TOPALBUMCHAPPELL,16326.0,1
KXEARNINGSMENTIONCBRL,16305.0,18
1SONGBILLIEEILISH,16284.0,1
KXSWIFTATTENDEVENT,16219.0,1
HOUSEMI8,16131.0,4
KXSORA,16124.0,1
KXTRUMPSPACE,16121.0,1
KXNEWTAYLORAMAS,16089.0,3
KXBTCEU,16080.0,1
KXNEWROLEVOGUE,16063.0,9
KXMUSKNASA,16059.0,3
KXNEXTTEAMVERSTAPPEN,16046.0,1
KXGRAMPOTYC,16030.0,6
KXCDCTRAVELH5,16029.0,1
KXSTARWARS,15962.0,1
OSCARSOUND,15946.0,5
KXEPSTEINACCUSERS,15931.0,13
SCHLNYC,15926.0,2
KXDJTUKRG7,15911.0,20
KXMOSTSTREAMEDMW,15900.0,37
KXCRITICSLSERIESACTO,15893.0,12
KXTOPALBUMRECORDMBF,15866.0,8
KXVOTEAGAINST,15855.0,1
KXROBOTMARS,15846.0,1
BILLBOARDPEAKTASTE,15841.0,8
PREK,15835.0,2
CEA,15832.0,1
KXAAAGASMAXFL,15806.0,2
KXNEWVIDEOOUTDOORBOYS,15796.0,1
KXNEXTCOACHOUTNBA,15788.0,29
KXDEBATEAOCGAINES,15775.0,1
KXHOUSEBILLS,15766.0,11
KXRADIOHEAD,15724.0,1
KXEARNINGSMENTIONSNOW,15695.0,10
GASMIN,15676.0,3
KXNLDTHIRD,15675.0,7
KXGRAMMYCOUNTBILLIE,15654.0,8
KXAWARDSCMAMEOTY,15648.0,6
KXBOLIVIAFIRSTROUNDMOV,15638.0,10
KXR6GAME,15633.0,4
KXSOLAR,15629.0,5
KXNBADRAFT9,15619.0,12
KXCRITICSVIS,15609.0,12
GOVPARTYMN,15599.0,2
KXGOVGANOMR,15582.0,3
KXAUSSEATSLIBNAT,15579.0,8
KXGGGNOMTVSUPACTO,15572.0,10
KXMAYORFORTW,15558.0,8
KXOAIHARDWARE,15518.0,10
KXCRITICSHAIR,15494.0,11
KXMEXICOCITY,15493.0,1
KXCREDITC,15486.0,3
EMMYCACTR,15479.0,5
KXGROK4,15459.0,1
KXAMERICAPROFIT,15453.0,1
KXSPOTIFY100MILLION,15447.0,88
KXNBADRAFTTOP30,15441.0,59
KXGGLSERIESACTO,15434.0,22
KXBETBMRNBPA,15434.0,9
DINENYCS,15427.0,1
KXESPYMLB,15416.0,5
KXNYCCORPORATETAX,15344.0,1
MCBLACKMYTH,15339.0,5
KXFIRSTUSOPEN,15318.0,1
KANYE,15300.0,1
KXMETACLOSE,15225.0,1
TAPER,15199.0,1
KXAWARDSCMASOOTY,15134.0,6
KXALBERTAREFYES,15132.0,1
KXSTARSHIPDOCK,15074.0,1
KXTOPSONGRECORDMANCHILD,15058.0,10
KXUAPFILES,15032.0,1
INDOORSF,15031.0,1
KXDOGEDIV,15029.0,1
KXASIALEADEROUT,15006.0,10
KXPRCSTUDENTS,15004.0,1
KXARGENTINAMOSTGAIN,14973.0,4
KXGRAMMYDELAY,14955.0,1
KXPERFORMVMA,14937.0,41
